status,orbital_period,transit_duration,equilibrium_temperature,stellar_effective_temperature,planet_radius_log,stellar_pca1,stellar_pca2
2,-0.04997756692559542,-0.7167429852378534,-0.30641691929753856,0.257996023487174,1.5988531813183409,-0.4335855740763453,0.07706176532054825
2,-0.043146276742096555,-0.3964230625337908,-0.6004093626274505,-0.3221044948576728,1.0214829091002404,-0.798709816454745,1.393132348686278
2,-0.05419161218699601,-0.9649615251633588,-0.14136853005969333,-0.9506654987644969,1.8479627071054838,-0.6337321742966173,-1.0359627638877322
2,-0.05545822308797355,-0.44285505538049946,0.7835901512940645,0.15252320196992913,-1.2488530918207468,-0.12781325810543243,-0.16403986414486807
2,-0.05321257023013044,-0.3666376487819065,-0.0072667138039440565,0.4504126573362018,1.0465596095804535,-0.5859755081079997,1.2632689942789725
2,-0.050070377954277746,-0.6718114148674139,-0.29782064902473415,0.0541769224470927,1.5372312169053024,-0.38876435940048326,-0.14668643995465272
2,-0.04500238303680912,-0.48371115388972125,-0.5247621842267713,-0.23231006572812646,1.032971243011166,-0.5098437737850736,0.0880406413870414
2,-0.055057080327018684,6.122304317473559,0.5824374269104405,1.1274341468050033,2.226931399822291,-0.8360024917600104,5.220825530823858
2,-0.056259680276367935,-0.7008466173811636,1.944086638122664,0.7924866730678067,2.9939179604247217,-0.2960101432989051,1.0602460214612879
2,0.02196259995704317,0.5902871994278817,-1.0800812438499383,-2.0338998819145795,1.3199662296714931,-0.9684918563649408,-0.9565347846812374
2,-0.04336951246685457,0.40307908154418687,-0.45427276798977495,0.6414039827863479,1.575337888684704,-0.2372739231904419,0.09932413432172518
2,-0.05207119100544114,-0.5521425843952417,-0.1430877841142542,0.03564791326163076,1.8285463895852387,-0.4641046185038392,0.4447550740228792
2,-0.016979703025627534,0.5724646135273326,-0.7740540221381002,-0.31212733606550097,1.1767407666180505,-0.1527905472626258,-0.9099123491509932
2,-0.0522940627354156,-0.5743447818481439,-0.1602803246598631,0.2893528082625711,1.9912965286573328,-0.6086501531146322,0.8916315430211016
2,-0.05570690729684953,-0.6497207353012614,0.19388601057967986,-1.214347552557609,1.4314165574697153,-1.0583572816015667,0.7833469618622543
2,-0.052363321399128526,-0.6303470369759209,-0.6605832545370816,-2.454365859584677,0.6452971611341939,-1.3384760026982403,-0.13637336422698793
2,-0.028663187371371447,0.2987186155258421,-1.0147495897766245,-2.44011277559586,0.6290965910503503,-1.4779019683270802,0.5978336562554046
2,-0.05530817076160925,-0.43644784588724184,0.3331455889991118,-0.014237880699228298,-0.18599754553183706,-0.8062246140647193,1.2905787303629133
2,-0.055771733125721944,-0.8505847253169468,0.6494883350383152,-0.14679156179522523,0.03792842302044243,-0.5036913258746362,-0.2763671474965311
2,-0.043460402127029105,-0.47631042140542057,-0.41129141662575275,0.7882107478711617,0.48730651066811176,-0.10368807482905154,-0.09104054009704629
2,-0.053400417307794094,-0.2935832949711243,0.3331455889991118,0.517402152083641,-0.1540803704106093,0.04724811754712451,0.6797271410330528
2,-0.026599485070513365,1.283847351093609,-0.5694627896453545,1.2086767255412594,0.9751674797005685,0.27464276698525825,-0.7466397096484038
2,0.22858664762329148,3.614571184163111,-0.9872415249036502,1.1074798292206596,0.4456803795947022,0.16861221227962503,0.7781019301658342
2,-0.056372609738192865,-0.7502591792010015,1.9372096219044204,-0.05984774946344229,-0.48850378339757733,-0.15705180712292838,-1.7713477998194365
2,-0.05527423234308306,-0.7257860720542866,4.003752995486608,-1.2243247113497808,2.3429402114533535,3.9925940987463417,1.4650499846534906
2,-0.0564245928246961,-0.700542477690028,8.67496626172854,4.063569448501279,3.5213152753345915,2.4238669361607394,1.4803653644940504
2,43.219379589611776,0.8294626525369536,-1.360319654743363,-1.670446240199749,0.22162238924692473,-0.7874241398710627,-1.1932089474453225
